zfID;zfName;Human_gene_name;ID;Entrez
ENSDARG00000088293;doc2b;DOC2B;ENSG00000272636;     8447
ENSDARG00000101050;tmc8;TMC8;ENSG00000167895;   147138
ENSDARG00000097953;BX469902.1;NA;NA;NA
ENSDARG00000030867;opn7c;NA;NA;NA
ENSDARG00000053383;rprma;RPRM;ENSG00000177519;    56475
ENSDARG00000056921;ankk1;ANKK1;ENSG00000170209;   255239
ENSDARG00000042057;trmt1l;TRMT1L;ENSG00000121486;    81627
ENSDARG00000105459;CU457819.5;NA;NA;NA
ENSDARG00000100906;hist1h2a11;NA;NA;NA
ENSDARG00000088764;lyplal1;LYPLAL1;ENSG00000143353;   127018
ENSDARG00000033754;rbm48;RBM48;ENSG00000127993;    84060
ENSDARG00000002184;igbp1;AC011195.2;ENSG00000266826;NA
ENSDARG00000002184;igbp1;IGBP1;ENSG00000089289;     3476
ENSDARG00000093450;si:dkey-78l4.10;NA;NA;NA
ENSDARG00000015681;gsk3ab;GSK3A;ENSG00000105723;     2931
ENSDARG00000015681;gsk3ab;AC006486.1;ENSG00000268643;NA
ENSDARG00000092078;AL954134.1;NA;NA;NA
ENSDARG00000105359;FP325123.1;HIST2H3D;ENSG00000183598;   653604
ENSDARG00000079665;gpr158b;GPR158;ENSG00000151025;    57512
ENSDARG00000021702;pdcd4a;NA;NA;NA
ENSDARG00000096968;BX004812.1;NA;NA;NA
ENSDARG00000070846;dazap1;DAZAP1;ENSG00000071626;    26528
ENSDARG00000070507;trpc4a;TRPC4;ENSG00000133107;     7223
ENSDARG00000009754;zc3h11a;ZC3H11B;ENSG00000215817;   643136
ENSDARG00000009754;zc3h11a;ZC3H11A;ENSG00000058673;     9877
ENSDARG00000009754;zc3h11a;C12orf50;ENSG00000165805;   160419
ENSDARG00000077124;si:ch211-255p10.4;NA;NA;NA
ENSDARG00000101124;BX649345.2;NA;NA;NA
ENSDARG00000067828;si:ch211-229c8.13;NA;NA;NA
ENSDARG00000004184;nf1b;NF1;ENSG00000196712;     4763
ENSDARG00000063155;dcaf12;DCAF12;ENSG00000198876;    25853
ENSDARG00000096606;si:ch73-94k4.4;NA;NA;NA
ENSDARG00000033444;map4k6;NA;NA;NA
ENSDARG00000088861;znf1021;NA;NA;NA
ENSDARG00000079453;atp8b4;ATP8B4;ENSG00000104043;    79895
ENSDARG00000042825;rnf169;RNF169;ENSG00000166439;   254225
ENSDARG00000100423;BX323994.2;NA;NA;NA
ENSDARG00000060036;aimp1a;AIMP1;ENSG00000164022;     9255
ENSDARG00000020926;creb3l3l;CREB3;ENSG00000107175;    10488
ENSDARG00000104656;si:dkeyp-97a10.3;CEACAM16;ENSG00000213892;   388551
ENSDARG00000104656;si:dkeyp-97a10.3;CEACAM18;ENSG00000213822;   729767
ENSDARG00000104656;si:dkeyp-97a10.3;CEACAM20;ENSG00000273777;   125931
ENSDARG00000104656;si:dkeyp-97a10.3;CEACAM19;ENSG00000186567;    56971
ENSDARG00000091901;CR388209.1;NA;NA;NA
ENSDARG00000019098;cd82a;CD82;ENSG00000085117;     3732
ENSDARG00000016897;fbxo15;FBXO15;ENSG00000141665;   201456
ENSDARG00000037962;psmb7;PSMB7;ENSG00000136930;     5695
ENSDARG00000096996;BX005392.2;NA;NA;NA
ENSDARG00000003533;col8a1b;COL8A1;ENSG00000144810;     1295
ENSDARG00000015566;dnmt3ab;DNMT3A;ENSG00000119772;     1788
ENSDARG00000115281;hist1h4l;HIST1H4A;ENSG00000278637;     8359
ENSDARG00000114405;zgc:194989;NA;NA;NA
ENSDARG00000020788;sla2;SLA2;ENSG00000101082;    84174
ENSDARG00000098428;asic1c;NA;NA;NA
ENSDARG00000097460;CU929339.2;NA;NA;NA
ENSDARG00000069245;matn3a;MATN3;ENSG00000132031;     4148
ENSDARG00000004597;lrrc4ba;LRRC4B;ENSG00000131409;    94030
ENSDARG00000009350;atg3;ATG3;ENSG00000144848;    64422
ENSDARG00000010956;sh3glb1b;SH3GLB1;ENSG00000097033;    51100
ENSDARG00000098260;si:dkeyp-85h7.1;NA;NA;NA
ENSDARG00000099535;si:ch73-379j16.2;NA;NA;NA
ENSDARG00000100139;si:ch211-113d22.2;NA;NA;NA
ENSDARG00000076966;pagr1;PAGR1;ENSG00000280789;    79447
ENSDARG00000042252;eif4h;EIF4H;ENSG00000106682;     7458
ENSDARG00000042151;skia;SKI;ENSG00000157933;     6497
ENSDARG00000018898;zfand5a;NA;NA;NA
ENSDARG00000004274;zgc:112496;NA;NA;NA
ENSDARG00000018008;mdh1b;MDH1B;ENSG00000138400;   130752
ENSDARG00000103802;si:ch73-389b16.2;NA;NA;NA
ENSDARG00000052164;znf507;ZNF507;ENSG00000168813;    22847
ENSDARG00000071548;josd1;JOSD1;ENSG00000100221;     9929
ENSDARG00000046141;zgc:162025;C12orf43;ENSG00000157895;    64897
ENSDARG00000036080;cd81a;CD81;ENSG00000110651;      975
ENSDARG00000041802;rnf141;RNF141;ENSG00000110315;    50862
ENSDARG00000096747;BX296562.2;NA;NA;NA
ENSDARG00000071679;mydgf;MYDGF;ENSG00000074842;    56005
ENSDARG00000079438;pkp3b;PKP3;ENSG00000184363;    11187
ENSDARG00000086457;tnfaip8l1;TNFAIP8L1;ENSG00000185361;   126282
ENSDARG00000032552;march5;MARCH5;ENSG00000198060;    54708
ENSDARG00000097736;CR628365.1;NA;NA;NA
ENSDARG00000101910;pcdh20;NA;NA;NA
ENSDARG00000058815;ihhb;DHH;ENSG00000139549;    50846
ENSDARG00000013076;bmi1b;COMMD3-BMI1;ENSG00000269897;100532731
ENSDARG00000013076;bmi1b;BMI1;ENSG00000168283;      648
ENSDARG00000044626;ccdc90b;CCDC90B;ENSG00000137500;    60492
ENSDARG00000015862;rpl5b;RPL5;ENSG00000122406;     6125
ENSDARG00000096017;BX649337.1;NA;NA;NA
ENSDARG00000014790;g3bp2;G3BP2;ENSG00000138757;     9908
ENSDARG00000071396;timm23a;TIMM23B;ENSG00000204152;100652748
ENSDARG00000071396;timm23a;TIMM23;ENSG00000265354;100287932
ENSDARG00000061791;nyx;NYX;ENSG00000188937;    60506
ENSDARG00000068993;zgc:153631;NA;NA;NA
ENSDARG00000075072;rpap1;RPAP1;ENSG00000103932;    26015
ENSDARG00000097687;CT573316.3;NA;NA;NA
ENSDARG00000056531;nutf2;NUTF2;ENSG00000102898;    10204
ENSDARG00000011240;ift46;IFT46;ENSG00000118096;    56912
ENSDARG00000061185;nat15;NAA60;ENSG00000122390;    79903
ENSDARG00000095132;si:ch211-227e10.6;NA;NA;NA
ENSDARG00000059423;prune2;PRUNE2;ENSG00000106772;   158471
ENSDARG00000036787;tap2a;NA;NA;NA
ENSDARG00000079221;si:ch211-162k9.6;NA;NA;NA
ENSDARG00000045857;cebpz;CEBPZ;ENSG00000115816;    10153
ENSDARG00000094301;BX537274.1;NA;NA;NA
ENSDARG00000114873;BX681417.14;NA;NA;NA
ENSDARG00000103707;traj59;NA;NA;NA
ENSDARG00000097437;AL928908.1;NA;NA;NA
ENSDARG00000077299;yars2;YARS2;ENSG00000139131;    51067
ENSDARG00000115333;BX681417.18;NA;NA;NA
ENSDARG00000115584;BX681417.20;NA;NA;NA
ENSDARG00000033134;ndufaf7;NDUFAF7;ENSG00000003509;    55471
ENSDARG00000004433;btk;BTK;ENSG00000010671;      695
ENSDARG00000002994;itpkca;ITPKC;ENSG00000086544;    80271
ENSDARG00000022177;ddx59;DDX59;ENSG00000118197;    83479
ENSDARG00000036382;ponzr6;NA;NA;NA
ENSDARG00000030311;BX296526.1;TMC2;ENSG00000149488;   117532
ENSDARG00000003420;chrna5;CHRNA5;ENSG00000169684;     1138
ENSDARG00000060124;timm17b;TIMM17B;ENSG00000126768;    10245
ENSDARG00000045874;yeats4;YEATS4;ENSG00000127337;     8089
ENSDARG00000075666;tsc22d3;TSC22D3;ENSG00000157514;     1831
ENSDARG00000044895;fmoda;FMOD;ENSG00000122176;     2331
ENSDARG00000041546;gypc;GYPC;ENSG00000136732;     2995
ENSDARG00000045691;zcrb1;ZCRB1;ENSG00000139168;    85437
ENSDARG00000098652;pcdh11;PCDH11Y;ENSG00000099715;    83259
ENSDARG00000098652;pcdh11;PCDH11X;ENSG00000102290;    27328
ENSDARG00000100468;znf1182;NA;NA;NA
ENSDARG00000101459;si:dkey-279j5.1;NA;NA;NA
ENSDARG00000017675;utp4;UTP4;ENSG00000141076;    84916
ENSDARG00000089513;si:ch211-198e20.10;NA;NA;NA
ENSDARG00000096118;ost4;OST4;ENSG00000228474;100128731
ENSDARG00000087814;mfrp;MFRP;ENSG00000235718;    83552
ENSDARG00000101715;arsg;ARSG;ENSG00000141337;    22901
ENSDARG00000095555;si:ch211-163g19.2;NA;NA;NA
ENSDARG00000022918;tbcc;TBCC;ENSG00000124659;     6903
ENSDARG00000094135;BX936305.1;NA;NA;NA
ENSDARG00000068602;dalrd3;DALRD3;ENSG00000178149;    55152
ENSDARG00000002912;adipor1a;ADIPOR1;ENSG00000159346;    51094
ENSDARG00000103395;si:ch73-281i18.7;NA;NA;NA
ENSDARG00000079377;arhgef38;ARHGEF38;ENSG00000236699;    54848
ENSDARG00000016345;ncoa5;NCOA5;ENSG00000124160;    57727
ENSDARG00000091317;hunk;TSSK3;ENSG00000162526;    81629
ENSDARG00000091317;hunk;TSSK4;ENSG00000139908;   283629
ENSDARG00000096726;si:ch211-250m6.2;NA;NA;NA
ENSDARG00000070847;trim35-20;NA;NA;NA
ENSDARG00000096678;si:dkey-263j23.1;NA;NA;NA
ENSDARG00000004034;arhgdig;ARHGDIG;ENSG00000242173;      398
ENSDARG00000000474;TNNI1 (1 of many);TNNI1;ENSG00000159173;     7135
ENSDARG00000054597;cnot6l;CNOT6L;ENSG00000138767;   246175
ENSDARG00000097891;CR751227.2;NA;NA;NA
ENSDARG00000058695;ddr2b;DDR2;ENSG00000162733;     4921
ENSDARG00000099189;CU856516.1;NA;NA;NA
ENSDARG00000012467;spint1b;SPINT4;ENSG00000149651;   391253
ENSDARG00000012467;spint1b;EPPIN;ENSG00000101448;    57119
ENSDARG00000012467;spint1b;EPPIN-WFDC6;ENSG00000249139;100526773
ENSDARG00000012467;spint1b;LRP11;ENSG00000120256;    84918
ENSDARG00000012467;spint1b;SPINT1;ENSG00000166145;     6692
ENSDARG00000012467;spint1b;WFDC8;ENSG00000158901;    90199
ENSDARG00000012467;spint1b;WFDC6;ENSG00000243543;   140870
ENSDARG00000073950;cd4-2.2;NA;NA;NA
ENSDARG00000067566;sftpbb;SFTPB;ENSG00000168878;     6439
ENSDARG00000067566;sftpbb;PSAPL1;ENSG00000178597;   768239
ENSDARG00000058696;tbl1xr1a;TBL1XR1;ENSG00000177565;    79718
ENSDARG00000007383;kcnk6;KCNK6;ENSG00000099337;     9424
ENSDARG00000095291;CU595864.1;NA;NA;NA
ENSDARG00000063036;psd2;PSD2;ENSG00000146005;    84249
ENSDARG00000093079;proca;PROC;ENSG00000115718;     5624
ENSDARG00000019004;smarcd1;SMARCD1;ENSG00000066117;     6602
ENSDARG00000073704;si:dkeyp-72g9.4;DEPP1;ENSG00000165507;    11067
ENSDARG00000057887;nts;NTS;ENSG00000133636;     4922
ENSDARG00000045378;pi15a;PI15;ENSG00000137558;    51050
ENSDARG00000099469;BX000985.1;NA;NA;NA
ENSDARG00000043757;ptbp3;PTBP3;ENSG00000119314;     9991
ENSDARG00000097342;AL845550.1;NA;NA;NA
ENSDARG00000017537;prkag3a;PRKAG3;ENSG00000115592;    53632
ENSDARG00000094146;pimr134;NA;NA;NA
ENSDARG00000012942;itgb5;ITGB5;ENSG00000082781;     3693
ENSDARG00000068934;cyp1b1;CYP1B1;ENSG00000138061;     1545
ENSDARG00000104129;si:dkey-23n7.10;NA;NA;NA
ENSDARG00000074156;sgca;SGCA;ENSG00000108823;     6442
ENSDARG00000052019;si:ch73-109d9.1;NA;NA;NA
ENSDARG00000101668;BX681417.2;NA;NA;NA
ENSDARG00000058587;terb1;TERB1;ENSG00000249961;   283847
ENSDARG00000017860;rgs5b;NA;NA;NA
ENSDARG00000075996;znfl1b;NA;NA;NA
ENSDARG00000067507;kctd8;KCTD8;ENSG00000183783;   386617
ENSDARG00000070644;ttpal;TTPAL;ENSG00000124120;    79183
ENSDARG00000037935;aldh16a1;ALDH16A1;ENSG00000161618;   126133
ENSDARG00000103815;BX950855.1;NA;NA;NA
ENSDARG00000093180;CR354547.1;NA;NA;NA
ENSDARG00000043664;si:dkey-63b1.1;BDKRB2;ENSG00000168398;      624
ENSDARG00000101047;rtcb;RTCB;ENSG00000100220;    51493
ENSDARG00000005754;ptprfb;PTPRF;ENSG00000142949;     5792
ENSDARG00000103165;AL929057.1;NA;NA;NA
ENSDARG00000101217;fam78aa;FAM78A;ENSG00000126882;   286336
ENSDARG00000062142;stoml1;STOML1;ENSG00000067221;     9399
ENSDARG00000088402;rubcnl;RUBCNL;ENSG00000102445;    80183
ENSDARG00000052361;il15;IL15;ENSG00000164136;     3600
ENSDARG00000004580;nmnat2;NMNAT2;ENSG00000157064;    23057
ENSDARG00000078558;si:dkey-22i16.10;NA;NA;NA
ENSDARG00000087469;si:dkey-163m14.4;NA;NA;NA
ENSDARG00000038066;kpna2;KPNA2;ENSG00000182481;     3838
ENSDARG00000001933;prkag2b;NA;NA;NA
ENSDARG00000055713;fmnl1a;FMNL1;ENSG00000184922;      752
ENSDARG00000040352;crot;CROT;ENSG00000005469;    54677
ENSDARG00000040705;glsb;GLS;ENSG00000115419;     2744
ENSDARG00000095863;afp4;NA;NA;NA
ENSDARG00000040985;itgbl1;ITGBL1;ENSG00000198542;     9358
ENSDARG00000020610;tnnt2a;TNNT2;ENSG00000118194;     7139
ENSDARG00000093781;lrriq1;NA;NA;NA
ENSDARG00000035471;si:dkey-220k22.1;NA;NA;NA
ENSDARG00000116254;pimr104;NA;NA;NA
ENSDARG00000074166;birc6;BIRC6;ENSG00000115760;    57448
ENSDARG00000091633;si:dkey-177p2.18;NA;NA;NA
ENSDARG00000096359;eppk1;NA;NA;NA
ENSDARG00000002333;fam102bb;FAM102B;ENSG00000162636;   284611
ENSDARG00000070626;cacng8b;CACNG8;ENSG00000142408;    59283
ENSDARG00000071143;si:dkey-208m12.2;BTN2A1;ENSG00000112763;    11120
ENSDARG00000052701;smpd2b;SMPD2;ENSG00000135587;     6610
ENSDARG00000058127;hcfc2;HCFC2;ENSG00000111727;    29915
ENSDARG00000058127;hcfc2;KLHDC9;ENSG00000162755;   126823
ENSDARG00000100823;selenok;SELENOK;ENSG00000113811;    58515
ENSDARG00000055855;kcnc3a;NA;NA;NA
ENSDARG00000105665;FO704741.1;NA;NA;NA
ENSDARG00000043697;nefmb;NA;NA;NA
ENSDARG00000077609;elfn2a;ELFN2;ENSG00000166897;   114794
ENSDARG00000054331;ccn4a;CCN4;ENSG00000104415;     8840
ENSDARG00000038793;ccdc24;CCDC24;ENSG00000159214;   149473
ENSDARG00000063677;ccny;CCNY;ENSG00000108100;   219771
ENSDARG00000076748;ntn2;NTN3;ENSG00000162068;     4917
ENSDARG00000001559;csmd2;NA;NA;NA
ENSDARG00000044059;lft2;LEFTY1;ENSG00000243709;    10637
ENSDARG00000044059;lft2;LEFTY2;ENSG00000143768;     7044
ENSDARG00000008200;ugp2b;UGP2;ENSG00000169764;     7360
ENSDARG00000024189;pnocb;PNOC;ENSG00000168081;     5368
ENSDARG00000103498;epd;EPDR1;ENSG00000086289;    54749
ENSDARG00000059459;si:ch211-283h6.4;C2orf68;ENSG00000168887;   388969
ENSDARG00000042000;si:ch211-63o20.7;NA;NA;NA
ENSDARG00000010601;mtmr10;MTMR10;ENSG00000166912;    54893
ENSDARG00000078474;myo15ab;MYO15A;ENSG00000091536;    51168
ENSDARG00000057863;dnmt3bb.3;DNMT3L;ENSG00000142182;    29947
ENSDARG00000057863;dnmt3bb.3;FP565260.4;ENSG00000279493;NA
ENSDARG00000095894;BX511250.1;NA;NA;NA
ENSDARG00000013110;dmtn;DMTN;ENSG00000158856;     2039
ENSDARG00000097001;FP245462.1;NA;NA;NA
ENSDARG00000098228;thrap3b;THRAP3;ENSG00000054118;     9967
ENSDARG00000059196;CU467633.1;NA;NA;NA
ENSDARG00000038967;cul3a;CUL3;ENSG00000036257;     8452
ENSDARG00000009372;diras1b;DIRAS1;ENSG00000176490;   148252
ENSDARG00000021811;calm1a;CALM1;ENSG00000198668;      801
ENSDARG00000036064;cnep1r1;CNEP1R1;ENSG00000205423;   255919
ENSDARG00000077040;si:ch211-85n16.4;RIN2;ENSG00000132669;    54453
ENSDARG00000098934;rrp7a;RRP7A;ENSG00000189306;    27341
ENSDARG00000095851;CR352226.2;NA;NA;NA
ENSDARG00000110915;pimr101;NA;NA;NA
ENSDARG00000005772;tsr2;TSR2;ENSG00000158526;    90121
ENSDARG00000103226;dhcr7;DHCR7;ENSG00000172893;     1717
ENSDARG00000021590;magi2a;MAGI2;ENSG00000187391;     9863
ENSDARG00000101190;cyp2k8;CYP2C8;ENSG00000138115;     1558
ENSDARG00000101190;cyp2k8;CYP2J2;ENSG00000134716;     1573
ENSDARG00000101190;cyp2k8;CYP2C18;ENSG00000108242;     1562
ENSDARG00000101190;cyp2k8;AL583836.1;ENSG00000276490;NA
ENSDARG00000101190;cyp2k8;CYP2C19;ENSG00000165841;     1557
ENSDARG00000101190;cyp2k8;CYP2C9;ENSG00000138109;     1559
ENSDARG00000033950;lamb2l;NA;NA;NA
ENSDARG00000097644;CU571091.1;NA;NA;NA
ENSDARG00000005271;zc3h12a;ZC3H12A;ENSG00000163874;    80149
ENSDARG00000094370;si:ch211-125e6.13;REG1A;ENSG00000115386;     5967
ENSDARG00000094370;si:ch211-125e6.13;REG3G;ENSG00000143954;   130120
ENSDARG00000094370;si:ch211-125e6.13;REG3A;ENSG00000172016;     5068
ENSDARG00000094370;si:ch211-125e6.13;REG1B;ENSG00000172023;     5968
ENSDARG00000070755;ccr11.1;CX3CR1;ENSG00000168329;     1524
ENSDARG00000070755;ccr11.1;CCR4;ENSG00000183813;     1233
ENSDARG00000070755;ccr11.1;CCR8;ENSG00000179934;     1237
ENSDARG00000021369;mc3r;MC3R;ENSG00000124089;     4159
ENSDARG00000100590;BX649421.1;NA;NA;NA
ENSDARG00000009748;dffb;DFFB;ENSG00000169598;     1677
ENSDARG00000096546;nrp2a;NRP2;ENSG00000118257;     8828
ENSDARG00000044264;pimr71;NA;NA;NA
ENSDARG00000002194;rhd;RHCE;ENSG00000188672;     6006
ENSDARG00000002194;rhd;RHD;ENSG00000187010;     6007
ENSDARG00000101222;oscp1a;LSM10;ENSG00000181817;    84967
ENSDARG00000069199;zgc:172120;NA;NA;NA
ENSDARG00000057869;cdc42l2;NA;NA;NA
ENSDARG00000103024;zgc:175136;NA;NA;NA
ENSDARG00000016811;ints3;INTS3;ENSG00000143624;    65123
ENSDARG00000006370;atp6v1h;ATP6V1H;ENSG00000047249;    51606
ENSDARG00000089885;slc16a12b;SLC16A12;ENSG00000152779;   387700
ENSDARG00000068221;MBL2 (1 of many);MBL2;ENSG00000165471;     4153
ENSDARG00000075853;sh3kbp1;SH3KBP1;ENSG00000147010;    30011
ENSDARG00000092299;CT027772.1;NA;NA;NA
ENSDARG00000093546;si:ch73-56d11.5;MS4A3;ENSG00000149516;      932
ENSDARG00000093546;si:ch73-56d11.5;MS4A7;ENSG00000166927;    58475
ENSDARG00000093546;si:ch73-56d11.5;MS4A13;ENSG00000204979;   503497
ENSDARG00000093546;si:ch73-56d11.5;MS4A5;ENSG00000166930;    64232
ENSDARG00000093546;si:ch73-56d11.5;MS4A2;ENSG00000149534;     2206
ENSDARG00000093546;si:ch73-56d11.5;MS4A18;ENSG00000214782;   728588
ENSDARG00000093546;si:ch73-56d11.5;MS4A15;ENSG00000166961;   219995
ENSDARG00000093546;si:ch73-56d11.5;MS4A1;ENSG00000156738;      931
ENSDARG00000093546;si:ch73-56d11.5;MS4A14;ENSG00000166928;    84689
ENSDARG00000093546;si:ch73-56d11.5;MS4A10;ENSG00000172689;   341116
ENSDARG00000093546;si:ch73-56d11.5;MS4A6E;ENSG00000166926;   245802
ENSDARG00000093546;si:ch73-56d11.5;MS4A6A;ENSG00000110077;    64231
ENSDARG00000075560;kmt2cb;NA;NA;NA
ENSDARG00000098744;BX548018.1;NA;NA;NA
ENSDARG00000094958;CR392341.3;NA;NA;NA
ENSDARG00000092463;rhbdd2;RHBDD2;ENSG00000005486;    57414
ENSDARG00000035741;slc25a11;SLC25A11;ENSG00000108528;     8402
ENSDARG00000076530;jac6;NA;NA;NA
ENSDARG00000070787;jupa;JUP;ENSG00000173801;     3728
ENSDARG00000007024;uox;NA;NA;NA
ENSDARG00000094709;arl8;ARL5B;ENSG00000165997;   221079
ENSDARG00000069765;syngap1b;SYNGAP1;ENSG00000197283;     8831
ENSDARG00000058503;flt3;NA;NA;NA
ENSDARG00000062521;atp9b;ATP9B;ENSG00000166377;   374868
ENSDARG00000020656;prkg1a;NA;NA;NA
ENSDARG00000074815;mxra5a;MXRA5;ENSG00000101825;    25878
ENSDARG00000067824;cntnap3;CNTNAP3C;ENSG00000283378;100289279
ENSDARG00000067824;cntnap3;CNTNAP3;ENSG00000106714;    79937
ENSDARG00000067824;cntnap3;CNTNAP3B;ENSG00000154529;   728577
ENSDARG00000068894;nrip1b;NRIP1;ENSG00000180530;     8204
ENSDARG00000090106;slc17a7b;SLC17A7;ENSG00000104888;    57030
ENSDARG00000088639;cdca9;NA;NA;NA
ENSDARG00000069515;bbs10;BBS10;ENSG00000179941;    79738
ENSDARG00000022718;casp8ap2;CASP8AP2;ENSG00000118412;     9994
ENSDARG00000105292;CT573239.1;NA;NA;NA
ENSDARG00000033144;psme2;PSME2;ENSG00000100911;     5721
ENSDARG00000070513;brpf3a;BRPF3;ENSG00000096070;    27154
ENSDARG00000021021;trim35-28;NA;NA;NA
ENSDARG00000077877;znfl1h;NA;NA;NA
ENSDARG00000062995;si:dkey-14o18.2;NA;NA;NA
ENSDARG00000014053;olfm1b;OLFM1;ENSG00000130558;    10439
ENSDARG00000077560;grin2cb;GRIN2C;ENSG00000161509;     2905
ENSDARG00000086699;smim15;NA;NA;NA
ENSDARG00000099448;sh3d21;SH3D21;ENSG00000214193;    79729
ENSDARG00000086034;nectin1b;NECTIN1;ENSG00000110400;     5818
ENSDARG00000043554;mrpl40;MRPL40;ENSG00000185608;    64976
ENSDARG00000103494;usp43a;USP43;ENSG00000154914;   124739
ENSDARG00000099174;BX666065.1;NA;NA;NA
ENSDARG00000104472;si:ch211-39i2.2;NA;NA;NA
ENSDARG00000061191;plekho1a;PLEKHO1;ENSG00000023902;    51177
ENSDARG00000025693;tmem9b;TMEM9B;ENSG00000175348;    56674
ENSDARG00000090676;si:ch211-166i24.1;TENM2;ENSG00000145934;    57451
ENSDARG00000068261;pros1;PROS1;ENSG00000184500;     5627
ENSDARG00000017294;gnai2b;GNAI2;ENSG00000114353;     2771
ENSDARG00000012353;vipr2;VIPR2;ENSG00000106018;     7434
ENSDARG00000007825;map2k1;MAP2K1;ENSG00000169032;     5604
ENSDARG00000095636;cycsa;NA;NA;NA
ENSDARG00000012586;fmnl2a;FMNL2;ENSG00000157827;   114793
ENSDARG00000043643;ehbp1;EHBP1;ENSG00000115504;    23301
ENSDARG00000034309;cox10;COX10;ENSG00000006695;     1352
ENSDARG00000002285;mcoln1a;MCOLN1;ENSG00000090674;    57192
ENSDARG00000103358;CU467856.1;NA;NA;NA
ENSDARG00000015921;pwp1;PWP1;ENSG00000136045;    11137
ENSDARG00000091624;ugt2a7;UGT1A9;ENSG00000241119;    54600
ENSDARG00000091624;ugt2a7;UGT1A7;ENSG00000244122;    54577
ENSDARG00000091624;ugt2a7;UGT1A8;ENSG00000242366;    54576
ENSDARG00000091624;ugt2a7;UGT1A10;ENSG00000242515;    54575
ENSDARG00000091624;ugt2a7;UGT1A6;ENSG00000167165;    54578
ENSDARG00000091624;ugt2a7;UGT2B28;ENSG00000135226;    54490
ENSDARG00000091624;ugt2a7;UGT2B10;ENSG00000109181;     7365
ENSDARG00000091624;ugt2a7;UGT2B11;ENSG00000213759;    10720
ENSDARG00000091624;ugt2a7;UGT3A1;ENSG00000145626;   133688
ENSDARG00000091624;ugt2a7;UGT1A3;ENSG00000243135;    54659
ENSDARG00000091624;ugt2a7;UGT1A5;ENSG00000240224;    54579
ENSDARG00000091624;ugt2a7;UGT1A4;ENSG00000244474;    54657
ENSDARG00000091624;ugt2a7;UGT2B4;ENSG00000156096;     7363
ENSDARG00000091624;ugt2a7;UGT2B7;ENSG00000171234;     7364
ENSDARG00000091624;ugt2a7;UGT2A2;ENSG00000271271;   574537
ENSDARG00000091624;ugt2a7;UGT2A1;ENSG00000173610;    10941
ENSDARG00000091624;ugt2a7;UGT2B15;ENSG00000196620;     7366
ENSDARG00000091624;ugt2a7;UGT2B17;ENSG00000197888;     7367
ENSDARG00000091624;ugt2a7;UGT2A3;ENSG00000135220;    79799
ENSDARG00000102363;si:ch73-138e16.4;NA;NA;NA
ENSDARG00000094538;CT027623.1;NA;NA;NA
ENSDARG00000062951;meak7;MEAK7;ENSG00000140950;    57707
ENSDARG00000103224;si:ch73-350k19.1;NA;NA;NA
ENSDARG00000007804;gas6;GAS6;ENSG00000183087;     2621
ENSDARG00000016439;slc7a1;SLC7A1;ENSG00000139514;     6541
ENSDARG00000103659;bco1l;BCO1;ENSG00000135697;    53630
ENSDARG00000103245;BX324224.1;NA;NA;NA
ENSDARG00000060991;mief1;MIEF1;ENSG00000100335;    54471
ENSDARG00000105505;CT574585.2;NA;NA;NA
ENSDARG00000014348;stk17b;STK17B;ENSG00000081320;     9262
ENSDARG00000045913;mrps10;MRPS10;ENSG00000048544;    55173
ENSDARG00000058005;hgd;HGD;ENSG00000113924;     3081
ENSDARG00000026753;grik4;GRIK4;ENSG00000149403;     2900
ENSDARG00000012776;smarca1;SMARCA1;ENSG00000102038;     6594
ENSDARG00000061603;sorbs2b;SORBS2;ENSG00000154556;     8470
ENSDARG00000038321;zgc:172053;REG1A;ENSG00000115386;     5967
ENSDARG00000038321;zgc:172053;REG3G;ENSG00000143954;   130120
ENSDARG00000038321;zgc:172053;REG3A;ENSG00000172016;     5068
ENSDARG00000038321;zgc:172053;REG1B;ENSG00000172023;     5968
ENSDARG00000043635;cmc2;CMC2;ENSG00000103121;    56942
ENSDARG00000016598;ckmt1;CKMT1A;ENSG00000223572;   548596
ENSDARG00000016598;ckmt1;CKMT1B;ENSG00000237289;     1159
ENSDARG00000097499;CR450813.2;NA;NA;NA
ENSDARG00000101067;shoc1;NA;NA;NA
ENSDARG00000011605;dennd6b;DENND6B;ENSG00000205593;   414918
ENSDARG00000075441;vwa2;VWA2;ENSG00000165816;   340706
ENSDARG00000017658;gmppb;GMPPB;ENSG00000173540;    29925
ENSDARG00000045541;gcc1;GCC1;ENSG00000179562;    79571
ENSDARG00000078245;gal3st1b;GAL3ST1;ENSG00000128242;     9514
ENSDARG00000101206;zgc:113363;NA;NA;NA
ENSDARG00000105771;BX957362.4;NA;NA;NA
ENSDARG00000094442;si:dkeyp-73g8.5;NA;NA;NA
ENSDARG00000087254;si:dkeyp-3f10.17;NA;NA;NA
ENSDARG00000079805;tagln3a;TAGLN3;ENSG00000144834;    29114
ENSDARG00000093877;si:zfos-2330d3.7;MFAP4;ENSG00000166482;     4239
ENSDARG00000006283;waslb;WASL;ENSG00000106299;     8976
ENSDARG00000094232;BX908395.1;NA;NA;NA
ENSDARG00000076981;zgc:198329;CEACAM16;ENSG00000213892;   388551
ENSDARG00000076981;zgc:198329;CEACAM18;ENSG00000213822;   729767
ENSDARG00000076981;zgc:198329;CEACAM20;ENSG00000273777;   125931
